#Name (cmd = mergePeaks 03_motif/cluster_2_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_2_homer_VS_bgPeaks/0.112137839970277.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos
BG2505.93_r3	5	21255251	21256350	+	6.82	0.000	1004.6,972.167_r1,2025.4_r1
BG2505.93_r5	9	56508501	56510100	+	5.80	0.000	749.071_r15
BG872.412	6	115675901	115676950	+	1.32	0.000	872.412,5224.96,1585.67,1113.74_r13
BG872.413	13	95987351	95988850	+	0.793	0.000	4892.54_r1
BG3511.72	2	25574551	25575450	+	7.50	0.000	1944.43,1110.7_r1,3511.72
BG775.808_r1	14	74996451	74996950	+	2.75	0.000	1491.63_r8,775.808_r1
BG775.808_r2	4	137367401	137368400	+	1.37	0.000	735.025_r12
BG775.808_r4	X	74254301	74255100	+	2.16	0.000	775.808_r4
BG1451.9	1	64531401	64532900	+	2.03	0.000	1217.57
BG2066.24_r1	14	61172501	61173900	+	3.43	0.000	2066.24_r1
BG2032.82	8	3355151	3356050	+	5.89	0.000	4074.27_r2,2349.53_r2
BG667.784	1	173437201	173438150	+	1.37	0.000	759.527,1342.59,1628.01,667.784
BG667.785	1	171502551	171503150	+	1.77	0.000	667.785,1862.06
BG4909.58	14	60711901	60713000	+	8.86	0.000	1365.03_r1
BG619.603_r1	14	49221701	49222300	+	1.85	0.000	619.603_r1
BG619.603_r2	14	52022901	52023450	+	1.48	0.000	619.603_r2
BG619.603_r3	15	99029551	99030350	+	1.66	0.000	619.603_r3
BG619.603_r4	2	122377151	122378150	+	1.11	0.000	1687.67_r7,619.603_r4
BG619.603_r5	2	144230601	144231300	+	1.48	0.000	619.603_r5
BG619.603_r6	2	166620201	166621000	+	1.66	0.000	1662.1_r9,619.603_r6,906.531_r9
BG619.603_r7	4	155162251	155163400	+	1.11	0.000	619.603_r7,1491.63_r19
BG619.603_r8	5	114135151	114135850	+	1.66	0.000	619.603_r8,726.859_r4
BG619.603_r9	6	122293851	122294900	+	1.48	0.000	1102.54_r9,619.603_r9,2105.32_r1
BG2463.32	13	45849901	45852000	+	2.90	0.000	2463.32
BG2795.74	3	75929601	75930600	+	7.50	0.000	2795.74,897.036_r8,759.526_r12
BG1804.9	1	92934051	92935100	+	5.72	0.000	877.335
BG1449.01_r10	2	103655701	103656400	+	3.92	0.000	1449.01_r10
BG1449.01_r11	2	164103101	164104800	+	2.56	0.000	1449.01_r11
BG1449.01_r12	2	166672101	166673100	+	3.24	0.000	1449.01_r12
BG1449.01_r13	4	83314701	83315600	+	3.92	0.000	1449.01_r13,619.602_r9,805.27_r3
BG1449.01_r14	4	155868951	155869850	+	2.39	0.000	1449.01_r14,743.192_r15
BG1449.01_r15	6	137581851	137582750	+	3.41	0.000	1449.01_r15
BG1449.01_r16	7	98702551	98703450	+	3.24	0.000	1449.01_r16
BG1449.01_r17	8	122459551	122460450	+	4.09	0.000	1449.01_r17,824.861_r11
BG1449.01_r18	9	66873251	66874100	+	3.58	0.000	1449.01_r18
BG1266.95_r2	13	93093351	93094350	+	2.40	0.000	1266.95_r2,1875.19_r6,1359.15,2009.07
BG1266.95_r3	17	28485851	28486850	+	2.96	0.000	1266.95_r3
BG1266.95_r5	4	150924101	150925100	+	2.22	0.000	1104.31_r5
BG1266.95_r6	5	105305501	105307050	+	2.22	0.000	1266.95_r6,1738.81_r14
BG1266.95_r7	5	143908901	143910450	+	2.22	0.000	1266.95_r7,1020.87_r11
BG1266.95_r9	9	66592701	66593800	+	3.70	0.000	1306.11_r9
BG1114.22_r1	9	61665851	61667500	+	1.23	0.000	1114.22_r1,694.19_r17,684.337_r25
BG1321.39_r1	7	72313651	72315050	+	2.64	0.000	1720.09_r3,1321.39_r1,3128.15_r1
BG1321.39_r2	7	82866251	82867150	+	2.64	0.000	3997.56_r5,1894.73_r1
BG721.33_r1	9	35123801	35124550	+	2.40	0.000	1109.7_r11,721.33_r1
BG2838.35_r1	3	131013451	131014650	+	7.50	0.000	2838.35_r1,751.358_r2
BG2838.35_r2	6	108671301	108672950	+	6.99	0.000	2838.35_r2
BG854.372	13	24599701	24600250	+	2.75	0.000	2403.65_r2,980.266_r1,939.198_r2,854.372
BG1723.22	11	34063451	34064300	+	4.08	0.000	1723.22
BG1723.23	10	21905401	21906200	+	4.74	0.000	1723.23,1457.53_r1
BG2085.91	4	145239001	145241650	+	3.02	0.000	2085.91
BG832.758_r1	5	118360901	118362750	+	0.925	0.000	832.758_r1,2275.8_r5,767.693_r13
BG921.201	1	152008001	152009600	+	1.05	0.000	857.529_r3
BG921.202	2	6351151	6353650	+	0.702	0.000	921.202,795.31_r5,906.531_r8,2173.51_r5,903.473_r7
BG804.558_r10	5	31047851	31048700	+	2.03	0.000	804.558_r10
BG804.558_r11	5	142920501	142921650	+	1.66	0.000	804.558_r11,2207.61_r4
BG804.558_r12	6	120453101	120453550	+	3.88	0.000	804.558_r12
BG804.558_r13	6	128888801	128889700	+	1.66	0.000	1404.72,1576.86_r11,804.558_r13
BG804.558_r14	7	45434301	45434950	+	2.96	0.000	1314.88_r7,804.558_r14
BG804.558_r15	7	128158751	128159450	+	2.03	0.000	1682.39_r3
BG3844.14_r1	19	18617951	18620650	+	4.09	0.000	2376.53,739.823_r14,751.36_r2
BG3844.14_r2	4	130899001	130900900	+	8.35	0.000	1294.69_r5
BG947.366_r1	11	70220751	70221250	+	3.59	0.000	947.366_r1
BG947.366_r2	13	101706051	101707100	+	1.96	0.000	2284.32_r3,947.366_r2
BG947.366_r3	18	4294051	4295600	+	1.80	0.000	947.366_r3,864.192_r4,2429.22_r1
BG947.366_r4	19	30113501	30114200	+	2.78	0.000	947.366_r4
BG947.366_r5	2	174472551	174473450	+	1.96	0.000	947.366_r5,952.523_r6,1900.76_r6
BG947.366_r6	2	180273501	180274150	+	2.45	0.000	1892.24_r6
BG947.366_r7	4	43562251	43563250	+	1.96	0.000	1146.73_r4,947.366_r7
BG947.366_r8	4	133844251	133845400	+	1.80	0.000	947.366_r8
BG1090.06_r1	10	82982001	82982650	+	3.14	0.000	1090.06_r1,2216.13_r1
BG1090.06_r2	11	96829351	96830750	+	2.16	0.000	1090.06_r2,1968.95_r1,1853.9,850.798_r4
BG1090.06_r3	13	58157751	58158950	+	1.96	0.000	1090.06_r3
BG1090.06_r5	2	29124601	29126050	+	1.57	0.000	991.043,1542.77_r11,1090.06_r5
BG1090.06_r6	5	24393601	24394650	+	1.96	0.000	2326.94_r2,887.789_r7,1090.06_r6
BG1090.06_r7	7	28382701	28383550	+	3.14	0.000	1054.25_r20,1066.55
BG2490.92_r1	8	84702751	84704000	+	5.23	0.000	2490.92_r1
BG677.604_r1	19	56450701	56451300	+	2.16	0.000	677.604_r1
BG716.885	4	88010151	88011000	+	1.18	0.000	716.885,980.033_r3
BG716.886	1	7397451	7398450	+	1.57	0.000	716.886
BG716.887	10	128696001	128696700	+	1.77	0.000	1100.49_r1,716.887,833.028_r1
BG1176.04_r1	10	75893101	75893500	+	5.06	0.000	4517.5
BG1176.04_r3	11	53803001	53804000	+	2.12	0.000	3426.48,1176.04_r3,736.528,749.071_r2
BG1176.04_r5	12	100994351	100995100	+	2.94	0.000	1453.53
BG1176.04_r6	14	47361551	47362700	+	3.10	0.000	3290.1,1281.56_r2,739.825_r1
BG1176.04_r7	17	72834801	72837450	+	1.96	0.000	1176.04_r7,1373.1_r1,3426.48_r1
BG1176.04_r9	5	23415651	23416350	+	2.94	0.000	1883.71_r15,1176.04_r9,864.193_r2,647.345_r12
BG924.974_r1	14	31398451	31399400	+	1.51	0.000	924.974_r1,988.2_r4
BG924.974_r2	14	54221951	54223300	+	1.51	0.000	1144.25_r4,4687.82
BG924.974_r3	17	88112951	88114050	+	2.08	0.000	5787.52,656.594_r6,638.097_r3
BG924.974_r4	2	117446701	117448350	+	1.32	0.000	2540.03_r4,924.974_r4,1314.88_r5
BG924.974_r6	9	40449701	40451450	+	1.51	0.000	924.974_r6
BG1129_r1	4	59264901	59265850	+	1.53	0.000	3494.67_r3,914.697_r4
BG1129_r2	6	113661651	113662150	+	3.36	0.000	1143.37_r1,980.265_r1
BG1129_r3	8	47714101	47715050	+	2.75	0.000	1129_r3
BG4764.68	19	6140651	6141650	+	13.5	0.000	1590.62_r2
BG1345.39	11	101552651	101553400	+	4.32	0.000	1345.39
BG1508.67	1	78537151	78538050	+	4.60	0.000	1508.67
BG1508.68	13	12394901	12395400	+	4.94	0.000	1508.68
BG2369.56_r1	11	61647301	61648600	+	6.48	0.000	2369.56_r1
BG2369.56_r2	13	51644651	51646250	+	4.09	0.000	912.069,2369.56_r2
BG2369.56_r3	15	36214501	36215450	+	6.65	0.000	2369.56_r3
BG2369.56_r5	4	41464201	41465550	+	4.77	0.000	628.851_r7
BG2369.56_r6	4	129558201	129558850	+	8.18	0.000	2369.56_r6
BG2369.56_r7	5	113842001	113843200	+	5.80	0.000	2369.56_r7,718.691_r13
BG1984.57_r1	11	120672901	120673550	+	6.37	0.000	1553.63
BG961.772_r1	11	115153151	115154400	+	1.48	0.000	961.772_r1
BG961.772_r2	12	80643901	80644650	+	2.03	0.000	898.85,3059.97_r1,1592.55_r2,961.772_r2
BG1148.98_r1	12	59011701	59013200	+	2.16	0.000	813.806_r4,1148.98_r1
BG1148.98_r2	14	25861701	25862600	+	2.16	0.000	2540.03_r2,1148.98_r2
BG1148.98_r3	18	60499551	60501300	+	1.37	0.000	1264.76,1609.12_r2,892.24
BG1148.98_r4	5	122131251	122133150	+	1.37	0.000	963.7_r6,1148.98_r4
BG1148.98_r5	6	57535051	57536300	+	2.55	0.000	1739.56_r3,1730.29_r16,1148.98_r5
BG1148.98_r6	6	86593001	86593600	+	3.14	0.000	1148.98_r6
BG934.412_r1	7	79271151	79273200	+	1.13	0.000	934.412_r1,1345.39_r6
BG1387.46_r1	2	166523801	166525650	+	1.89	0.000	1387.46_r1
BG1211.46	10	76542551	76543400	+	3.14	0.000	1045.37_r1
BG1380.21	2	104848251	104849500	+	2.29	0.000	2540.03_r3,1380.21,998.763
BG686.023_r10	4	155200651	155201450	+	1.47	0.000	4261.79_r2,628.85_r13
BG686.023_r11	5	123144951	123145750	+	1.14	0.000	686.023_r11
BG686.023_r12	5	139303451	139303900	+	2.29	0.000	1738.81_r15,686.023_r12,1158.8_r4
BG686.023_r13	6	72993101	72993500	+	2.29	0.000	686.023_r13
BG686.023_r14	6	114659901	114661200	+	1.14	0.000	978.161_r1,2966.21_r3,686.023_r14
BG686.023_r15	7	63930001	63930500	+	2.61	0.000	832.302_r15,686.023_r15
BG686.023_r16	8	34154451	34155350	+	1.80	0.000	2514.46_r4,686.023_r16
BG686.023_r17	8	71950651	71951600	+	1.31	0.000	686.023_r17
BG686.023_r18	9	20642451	20643550	+	1.47	0.000	686.023_r18
BG686.023_r19	9	56421901	56422550	+	1.63	0.000	686.023_r19
BG686.023_r20	9	69304351	69305050	+	1.47	0.000	686.023_r20,1704.72_r25
BG686.023_r21	9	96582901	96583850	+	1.47	0.000	1050.78_r8,686.023_r21
BG686.023_r22	X	7865601	7866250	+	1.63	0.000	1118.98_r11,686.023_r22
BG4287.36	6	85450951	85453550	+	6.99	0.000	4287.36,1322.44_r2
BG1045.37_r1	10	76542851	76543700	+	2.94	0.000	1045.37_r1
BG1045.37_r2	10	111213751	111215150	+	1.31	0.000	2906.54_r1,1045.37_r2
BG1045.37_r3	11	117327051	117328500	+	2.61	0.000	2522.98_r2,1045.37_r3,1160.94
BG1045.37_r4	12	26468901	26469900	+	2.29	0.000	1045.37_r4
BG1045.37_r6	15	66799451	66800500	+	2.12	0.000	1045.37_r6
BG1045.37_r7	16	4789951	4790800	+	3.27	0.000	786.494,1404.31_r2,1977.47_r3,1045.37_r7
BG1045.37_r8	17	26973001	26973800	+	2.78	0.000	998.762_r3,1045.37_r8
BG1045.37_r9	17	86958001	86958800	+	2.12	0.000	1340.27_r2,2403.65_r6,1045.37_r9
BG1875.19	1	60916001	60917100	+	4.26	0.000	1875.19
BG767.694_r1	4	42999801	43001100	+	1.96	0.000	767.694_r1,1704.72_r18
BG767.694_r2	7	12977751	12978300	+	1.96	0.000	697.246_r8,1146.73_r6,767.694_r2
BG767.694_r3	9	22225601	22226250	+	2.12	0.000	610.354_r19,1679.15_r18,767.694_r3
BG2275.8	1	138135451	138137100	+	3.24	0.000	2275.8,795.449,980.034
BG1327.33_r1	13	41381551	41382450	+	3.36	0.000	924.779_r4
BG1327.33_r3	2	136890851	136891550	+	4.27	0.000	4670.93
BG1327.33_r4	7	72314201	72314950	+	3.97	0.000	1720.09_r3,1321.39_r1,3128.15_r1
BG903.474	11	83549951	83550800	+	2.55	0.000	3400.91_r1
BG3324.2_r2	15	98778201	98779700	+	7.33	0.000	3324.2_r2
BG3324.2_r5	17	84116401	84117400	+	8.52	0.000	3324.2_r5
BG800.36_r1	10	80538851	80539850	+	2.12	0.000	952.523_r4,800.36_r1
BG800.36_r2	11	97104001	97104900	+	1.14	0.000	1296.82,800.36_r2
BG800.36_r4	16	22857401	22858050	+	2.29	0.000	767.567_r4,800.36_r4
BG800.36_r5	17	52168201	52168800	+	2.29	0.000	800.36_r5,953.29_r2
BG800.36_r6	18	67288551	67289750	+	1.31	0.000	800.36_r6
BG800.36_r7	19	11965051	11965800	+	1.63	0.000	800.36_r7,1063.5_r4
BG800.36_r8	19	53807101	53808000	+	2.29	0.000	1807_r10,1237.37_r2,800.36_r8
BG800.36_r9	5	77245651	77246600	+	2.45	0.000	800.36_r9,2284.32_r8
BG903.655	11	117872101	117872700	+	2.46	0.000	1483.1_r9,903.655
BG1066.55	7	28382801	28384350	+	1.70	0.000	1054.25_r20,1066.55
BG1229.96	1	131138201	131138900	+	2.96	0.000	1229.96
BG1331.21_r1	12	86686351	86687400	+	3.43	0.000	1815.52_r3,1331.21_r1,1081.99_r3
BG1331.21_r3	19	4231501	4232450	+	2.94	0.000	1331.21_r3
BG1331.21_r4	2	128817351	128818700	+	1.96	0.000	1331.21_r4,1755.86_r8
BG1331.21_r5	5	91962051	91963250	+	2.61	0.000	3341.24_r1,841.55_r5
BG2807.23	11	120672951	120673400	+	9.76	0.000	1553.63
BG1429.22_r1	14	27508051	27509350	+	2.29	0.000	1429.22_r1
BG1429.22_r2	17	34603651	34604250	+	5.06	0.000	1345.39_r2,2616.74_r5
BG1429.22_r3	17	84435001	84436650	+	3.27	0.000	3912.33_r1,1429.22_r3
BG1165.22	19	4096951	4097750	+	3.70	0.000	2403.65_r7,1094.37_r7,1165.22
BG2580.76	2	84714751	84716000	+	6.86	0.000	4372.6,2199.76
BG3162.25_r2	2	25426351	25427100	+	10.1	0.000	952.576_r1
BG3162.25_r3	4	151861701	151862750	+	8.52	0.000	1322.43_r6,3162.25_r3,1099.88_r3
BG1264.76	18	60499451	60501900	+	1.13	0.000	1264.76,1609.12_r2,892.24
BG1350.18_r2	3	30863651	30864250	+	4.25	0.000	1123.18_r4,1350.18_r2
BG1200.54_r1	13	63274601	63275000	+	4.08	0.000	2386.6_r1,1331.68_r2,1200.54_r1
BG1200.54_r2	17	35163701	35166100	+	2.12	0.000	1200.54_r2,972.216_r5,1636.53_r3
BG1200.54_r3	18	82525701	82526300	+	3.59	0.000	1200.54_r3,726.708
BG1200.54_r4	2	3709951	3711000	+	2.78	0.000	1943.38_r1,1200.54_r4
BG1200.54_r5	7	16052551	16053400	+	3.27	0.000	3443.53
BG1200.54_r8	8	72353851	72354900	+	2.29	0.000	845.977_r1,3699.24_r1,1200.54_r8
BG1200.54_r9	9	96713501	96714700	+	2.61	0.000	1200.54_r9
BG988.2	11	87744301	87746200	+	1.96	0.000	988.2
BG882.029	11	104622151	104622750	+	2.61	0.000	882.029,1491.63_r4,1011.5_r5
BG882.031	15	80216251	80217100	+	1.96	0.000	1472.41_r1,882.031
BG2429.22	12	117443851	117445450	+	5.80	0.000	2429.22,850.797_r1
BG775.809_r1	11	117780801	117781500	+	2.55	0.000	3989.04_r1,971.866_r3
BG775.809_r3	14	55015251	55015850	+	1.96	0.000	998.761_r1,775.809_r3
BG775.809_r4	17	12162751	12163600	+	2.16	0.000	2147.94_r3,813.805,775.809_r4
BG775.809_r5	19	53889601	53890250	+	2.36	0.000	1478.22_r4,1449.01_r8,775.809_r5
BG775.809_r6	2	167924501	167925500	+	2.16	0.000	775.809_r6,813.806_r9
BG775.809_r7	3	95672501	95673550	+	1.57	0.000	3716.28_r2,638.098_r16
BG775.809_r8	4	126752951	126753850	+	1.57	0.000	1581.37_r3,775.809_r8,1094.37_r11
BG775.809_r9	5	105718001	105718900	+	2.36	0.000	726.858_r21,823.055_r1,1457.53_r18,775.809_r9
BG2033.57	4	6444651	6446950	+	2.29	0.000	2033.57,3307.15_r2
BG712.08_r10	4	106650901	106651400	+	2.40	0.000	712.08_r10
BG712.08_r11	4	145300001	145301100	+	1.66	0.000	712.08_r11
BG712.08_r12	5	43948101	43948950	+	1.29	0.000	712.08_r12
BG712.08_r13	5	123128801	123129550	+	1.85	0.000	3290.1_r2,1512.34_r8
BG712.08_r14	7	79659701	79660300	+	2.03	0.000	712.08_r14
BG712.08_r15	8	11555701	11556350	+	3.33	0.000	1044.03_r2,712.08_r15
BG712.08_r16	9	66834501	66835150	+	2.22	0.000	712.08_r16
BG3256.01_r1	15	76350701	76352050	+	9.21	0.000	1812.2
BG3256.01_r3	2	180436851	180438450	+	6.48	0.000	3256.01_r3
BG3256.01_r4	5	112296101	112298050	+	5.46	0.000	3256.01_r4
BG1942.04_r1	6	41554051	41555300	+	2.96	0.000	1207.91_r5
BG677.604	16	93238601	93239300	+	1.77	0.000	677.604
BG677.605	1	175692301	175693200	+	1.77	0.000	677.605,922.865_r1,2003.04_r3,656.593
BG677.606	7	44895751	44896500	+	2.55	0.000	647.346_r23,947.367_r2,677.606
BG677.855	1	75191701	75192100	+	2.29	0.000	721.328,677.855
BG677.856	1	136685201	136685900	+	1.80	0.000	677.856
BG677.857	1	173911951	173913650	+	1.31	0.000	677.857
BG953.291_r1	4	133583801	133584800	+	2.64	0.000	1551.72
BG2582.65_r1	11	61266651	61267850	+	5.46	0.000	2582.65_r1,1192.37_r2
BG2582.65_r2	15	66444751	66446400	+	3.92	0.000	2180.57_r1
BG2582.65_r3	5	139483301	139483750	+	9.55	0.000	1617.06_r2
BG2582.65_r4	6	72962051	72963200	+	6.14	0.000	669.69_r16,2582.65_r4,1009.92_r6,628.851_r8,1052.71_r7
BG1812.2	15	76349951	76351800	+	2.64	0.000	1812.2
BG1235.79_r1	11	32552901	32554300	+	2.44	0.000	3895.28,1641.56
BG1235.79_r3	15	78563451	78564500	+	2.14	0.000	1235.79_r3,991.857_r6
BG1017.26_r1	11	83271251	83272300	+	2.03	0.000	1017.26_r1
BG1017.26_r3	18	5334401	5335200	+	2.22	0.000	1883.71_r8,1017.26_r3
BG1017.26_r4	19	41980851	41981600	+	2.59	0.000	1559.82_r10,718.69,1017.26_r4
BG1017.26_r5	19	57130751	57132250	+	2.77	0.000	1017.26_r5,686.023_r7,923.114_r2
BG1017.26_r7	2	31118451	31119650	+	2.40	0.000	1017.26_r7
BG1017.26_r8	2	31688151	31688600	+	3.88	0.000	1713.24_r8,1017.26_r8
BG2318.41_r1	11	20631301	20633150	+	3.92	0.000	2318.41_r1
BG1815.52_r10	8	26014951	26015900	+	3.07	0.000	721.329_r8,1306.11_r7,1815.52_r10
BG1815.52_r11	8	84661101	84662400	+	3.58	0.000	1815.52_r11
BG1815.52_r12	8	120589001	120589550	+	5.80	0.000	702.357_r17,1276.2_r2,1815.52_r12
BG1815.52_r13	9	59750351	59751700	+	2.90	0.000	1815.52_r13,767.693_r18,834.73_r1
BG1534.25_r10	15	102135951	102136650	+	4.94	0.000	1534.25_r10,637.021_r3
BG1534.25_r11	17	35869851	35871100	+	2.22	0.000	1534.25_r11
BG1534.25_r12	17	71485301	71486850	+	2.90	0.000	1534.25_r12,751.359_r4,767.567_r5
BG1534.25_r13	18	70644551	70645400	+	4.43	0.000	775.861_r1,1534.25_r13
BG1534.25_r14	2	9871251	9872250	+	3.24	0.000	1534.25_r14,865.696_r10
BG1534.25_r15	2	127334201	127335900	+	1.88	0.000	1534.25_r15,1396.55_r4,1144.25_r6
BG1534.25_r16	3	131112051	131113500	+	2.22	0.000	1104.31_r4,667.785_r4,1225.04_r8,1534.25_r16
BG1534.25_r17	4	133842901	133843550	+	4.60	0.000	736.528_r3,1534.25_r17,1225.04_r9
BG1534.25_r18	4	135066951	135068400	+	2.56	0.000	1534.25_r18,991.856_r2
BG1534.25_r19	5	92435001	92435600	+	5.46	0.000	610.354_r17,1534.25_r19
BG1534.25_r20	6	54775451	54776500	+	3.58	0.000	1534.25_r20
BG1534.25_r21	7	72306401	72307250	+	2.90	0.000	1534.25_r21
BG1534.25_r22	7	126503151	126504350	+	3.75	0.000	1129.34_r6,1534.25_r22
BG2676.41_r1	19	57099451	57100600	+	5.63	0.000	2676.41_r1,1492.7
BG1052.71_r10	X	73966701	73967650	+	2.44	0.000	1788.56_r2,2412.17_r2,1052.71_r10
BG1724.01	1	153084751	153085450	+	5.49	0.000	2071.23
BG864.191	5	105839651	105840850	+	2.75	0.000	864.191,1815.52_r8,1012.7_r9
BG864.192	11	106535701	106536900	+	0.982	0.000	864.192,1265.88_r2
BG988.2_r10	3	68789401	68790600	+	1.47	0.000	988.2_r10
BG988.2_r11	3	88138401	88139300	+	1.80	0.000	3528.76_r2
BG988.2_r12	7	141446951	141448300	+	1.31	0.000	1183.72_r8,988.2_r12
BG988.2_r13	8	95331901	95332550	+	3.10	0.000	1849.62_r8,665.841_r21,988.2_r13
BG4235.49	10	86705151	86707350	+	7.77	0.000	4235.49,8250.83,2595.59
BG1394.49_r10	9	36726601	36727650	+	3.93	0.000	1160.94_r6,1394.49_r10,776.815_r19
BG1113.74_r2	2	155517251	155519350	+	1.89	0.000	1113.74_r2
BG1113.74_r3	7	66303851	66305550	+	1.51	0.000	1599.87_r3,1985.99_r4,1113.74_r3
BG1113.74_r4	8	111594701	111596650	+	2.08	0.000	1113.74_r4
BG1113.74_r6	1	87607451	87608350	+	2.75	0.000	1113.74_r6,1687.67_r1
BG1113.74_r7	11	55469201	55469950	+	2.44	0.000	991.044
BG1113.74_r9	11	109419901	109420650	+	2.75	0.000	1217.57_r5
BG931.031	1	63114351	63115300	+	2.78	0.000	931.031
BG931.032	14	52103551	52104900	+	2.61	0.000	931.032,844.551_r2,2037.14_r3,610.354_r6
BG931.033	11	51837401	51838000	+	2.78	0.000	1824.05_r4,931.033,628.85_r1
BG947.367_r1	10	20882551	20883150	+	2.12	0.000	947.367_r1
BG947.367_r2	7	44895751	44896100	+	3.59	0.000	647.346_r23,947.367_r2,677.606
BG1922.34	16	38088751	38089450	+	4.88	0.000	1008.94
BG677.605_r1	1	181256351	181257300	+	1.18	0.000	677.605_r1
BG677.605_r2	10	81292501	81293350	+	1.77	0.000	677.605_r2
BG677.605_r3	13	34874001	34875000	+	1.57	0.000	1144.25_r2,677.605_r3
BG677.605_r4	13	93771001	93771800	+	1.57	0.000	677.605_r4,1636.53_r1
BG677.605_r5	13	113119951	113121150	+	1.18	0.000	677.605_r5,1628_r4
BG677.605_r6	14	16365051	16365550	+	2.16	0.000	1159.71_r1,2241.7_r4,677.605_r6
BG677.605_r7	15	80082801	80083850	+	0.982	0.000	677.605_r7,677.856_r7
BG677.605_r8	18	37813401	37814400	+	1.77	0.000	677.605_r8
BG677.605_r9	6	48737001	48738000	+	1.18	0.000	1208.71_r6,677.605_r9
BG4270.31	5	120775301	120777000	+	10.7	0.000	4270.31
BG1168.62_r1	11	106762201	106762800	+	2.95	0.000	2437.75_r2,1257.71,1104.31_r1,628.85_r3,1168.62_r1
BG1168.62_r2	11	106788551	106789250	+	2.95	0.000	3784.47,914.698_r8
BG1168.62_r3	13	92354651	92355450	+	2.95	0.000	2906.54_r4,1211.46_r2,1168.62_r3
BG1168.62_r4	18	7626651	7627200	+	3.34	0.000	952.522_r2,1168.62_r4
BG1168.62_r5	19	21271551	21273200	+	1.37	0.000	2028.61_r9,1168.62_r5,675.09_r5
BG1168.62_r6	2	85013601	85014800	+	3.34	0.000	934.413_r1,1510.88_r2
BG1168.62_r8	6	126938801	126940250	+	2.36	0.000	1054.25_r18,1168.62_r8,2122.37_r9,645.189_r13
BG3187.82	12	112588501	112589650	+	7.67	0.000	1217.57_r6
BG924.975_r1	4	137367401	137368150	+	2.27	0.000	735.025_r12
BG931.896	2	30123901	30125100	+	1.32	0.000	963.7_r5
BG804.56	10	127063501	127064550	+	1.11	0.000	3767.42,893.653_r2,804.56
BG1738.81_r1	1	66816051	66817700	+	3.75	0.000	1738.81_r1,675.09_r1,1031.14
BG1738.81_r2	1	165844701	165845900	+	2.73	0.000	913.293,1738.81_r2,971.867_r1
BG1738.81_r3	11	48800001	48800800	+	4.26	0.000	1738.81_r3
BG1738.81_r4	11	75587701	75588750	+	3.41	0.000	1738.81_r4
BG1738.81_r5	11	77385951	77387050	+	2.39	0.000	1738.81_r5
BG1738.81_r6	11	97126251	97127400	+	4.60	0.000	1738.81_r6
BG1738.81_r8	18	24116401	24117200	+	4.09	0.000	1738.81_r8
BG1738.81_r9	19	44266701	44268100	+	4.09	0.000	1738.81_r9
BG1349.71_r2	15	81044451	81046250	+	1.32	0.000	1349.71_r2
BG1349.71_r3	8	84126901	84128500	+	2.08	0.000	1143.37_r4
BG1113.74	1	136130951	136132350	+	1.70	0.000	1113.74,1670.62
BG887.79_r1	19	43674801	43675900	+	1.66	0.000	779.884
BG1445.55	10	77522101	77522700	+	4.90	0.000	1445.55,965.068
BG1608.89	1	59912501	59913200	+	4.08	0.000	1608.89
BG1777.48	11	117333601	117335400	+	2.75	0.000	1777.48
BG934.413_r1	2	85012401	85014200	+	1.32	0.000	934.413_r1,1510.88_r2
BG675.09_r10	5	74535051	74535800	+	1.48	0.000	675.09_r10
BG675.09_r11	9	44033801	44034550	+	1.29	0.000	675.09_r11
BG675.09_r12	9	46047001	46047350	+	2.40	0.000	648.144_r19,675.09_r12
BG1813.06_r1	15	81465901	81466900	+	5.39	0.000	1813.06_r1,1054.25_r10,2071.23_r2
BG1813.06_r2	9	7763651	7765250	+	2.29	0.000	1440.49_r15,1813.06_r2,878.54_r11
BG1544.38	15	62168601	62170250	+	3.88	0.000	1276.65_r1,962.728
BG2115.24	5	112270601	112271900	+	3.27	0.000	1772.91_r9,2115.24
BG2088.28_r1	15	78894551	78896700	+	3.24	0.000	2088.28_r1
BG2088.28_r2	17	56584351	56585450	+	4.94	0.000	2088.28_r2
BG2088.28_r3	2	181878601	181879700	+	5.80	0.000	2088.28_r3,1183.72_r3
BG2088.28_r4	3	106461951	106462950	+	4.43	0.000	2088.28_r4
BG2088.28_r5	6	29347551	29348400	+	5.28	0.000	913.293_r5,2088.28_r5,693.585_r15
BG2088.28_r6	7	24883751	24884550	+	5.28	0.000	669.69_r18,1846.06_r2
BG2088.28_r7	7	83891451	83892300	+	7.50	0.000	2088.28_r7
BG758.32	1	125467601	125468400	+	1.48	0.000	914.697,758.32,1542.77
BG913.293	1	165844701	165845700	+	2.36	0.000	913.293,1738.81_r2,971.867_r1
BG913.294	15	101246851	101247600	+	1.96	0.000	2684.93_r3,2441.07,913.294
BG913.295	1	160052751	160054100	+	1.77	0.000	913.295,702.833_r1
BG1312.08_r2	17	35120851	35121800	+	2.75	0.000	2003.04_r11,1312.08_r2,739.823_r10
BG1312.08_r3	2	129183501	129184350	+	2.44	0.000	792.194_r14,1713.24_r9,1312.08_r3
